lastTradeTime_EST,address,decimals,liquidity,mc,name,symbol,v24hChangePercent,v24hUSD,lastTradeUnixTime,token_url
2024-12-23 16:19:43-05:00,HBYZRmsavnEiNxgwHdAskvajETR5TQBK7T9WrZKCK3s3,6,6470.780197813125,8004.572758026369,Merry Jeetmas,JEETMAS,173.87905813810653,652964.9771865433,2024-12-23 21:19:43,https://www.birdeye.so/token/HBYZRmsavnEiNxgwHdAskvajETR5TQBK7T9WrZKCK3s3?chain=solana
2024-12-23 16:22:46-05:00,PZzyvtfdvmTFcyozvLfiRVrKurwEkFQjWaKmBNppump,6,16918.30061657776,14722.99284836842,Eric Cartman,ERIC,-66.0420327901621,649639.0982412962,2024-12-23 21:22:46,https://www.birdeye.so/token/PZzyvtfdvmTFcyozvLfiRVrKurwEkFQjWaKmBNppump?chain=solana
2024-12-23 15:53:54-05:00,6BY4bFK6yuP6tqoxhZEXe2Y2Yxfj72JXN4DvPZtepump,6,17638.911813542778,14604.476037137249,Blood Oath,OATH,-68.50219303399538,646342.201842425,2024-12-23 20:53:54,https://www.birdeye.so/token/6BY4bFK6yuP6tqoxhZEXe2Y2Yxfj72JXN4DvPZtepump?chain=solana
2024-12-23 16:04:30-05:00,9JvmyUmwSTwZFhjmkTuyS28PyExqXHusfNinX2Enpump,6,15217.309761290846,14080.19130206513,Autistic Internet,AI,,643610.6139418586,2024-12-23 21:04:30,https://www.birdeye.so/token/9JvmyUmwSTwZFhjmkTuyS28PyExqXHusfNinX2Enpump?chain=solana
2024-12-23 16:08:55-05:00,D5XPZDdZUF2hSxcAJNgcvTaHadSKsfkvPngx8dgjpump,6,6749.474361806358,3710.522710370735,Rudolph The Rednose Reindeer,RUDY,,625510.0805950126,2024-12-23 21:08:55,https://www.birdeye.so/token/D5XPZDdZUF2hSxcAJNgcvTaHadSKsfkvPngx8dgjpump?chain=solana
2024-12-23 15:52:56-05:00,5YgtqrVeayWZXiMcNC9uPkKgt2koihDJDgeze3Qjpump,6,7132.777402260039,3978.533595871,Civora AI,Civora,1379.3883374887805,618944.5240466265,2024-12-23 20:52:56,https://www.birdeye.so/token/5YgtqrVeayWZXiMcNC9uPkKgt2koihDJDgeze3Qjpump?chain=solana
2024-12-23 16:18:05-05:00,DxFM3X2fK2urvA34hvjcC7RnUqHiYuqThgtEshbR5ULy,9,5616.800040046679,3594.2923127655013,HOPE,DHOPE,-85.28294820042956,603013.2808267111,2024-12-23 21:18:05,https://www.birdeye.so/token/DxFM3X2fK2urvA34hvjcC7RnUqHiYuqThgtEshbR5ULy?chain=solana
2024-12-23 15:53:16-05:00,JCjck6cNpcHFf5NPvaCGYHaJ6BVScCFGY3RHemtfpump,6,20746.068198906414,16874.914086857283,100x,100x,-85.5959700290757,600239.188629013,2024-12-23 20:53:16,https://www.birdeye.so/token/JCjck6cNpcHFf5NPvaCGYHaJ6BVScCFGY3RHemtfpump?chain=solana
2024-12-23 16:24:39-05:00,26d8NQ7QGtYvXy6qG573LwcCxqvqbLcCPUW2GWXApump,6,10783.963651576993,7487.07771721345,StreamGuys Dog Lily,LILY,-81.7688568627633,589418.9032667342,2024-12-23 21:24:39,https://www.birdeye.so/token/26d8NQ7QGtYvXy6qG573LwcCxqvqbLcCPUW2GWXApump?chain=solana
2024-12-23 15:54:57-05:00,FwtnijMtK1Z8t2MoXcTW1E9JqUZQVawgyDBgzek7pump,6,8420.05934118176,5217.080258201272,SantaAI,SantaAI,7108.209162294826,574410.935875085,2024-12-23 20:54:57,https://www.birdeye.so/token/FwtnijMtK1Z8t2MoXcTW1E9JqUZQVawgyDBgzek7pump?chain=solana
2024-12-23 16:22:11-05:00,4fxGXFV8xYjooTyzSEHJMZ6L7mMToGCAfYyv4k1jpump,6,15649.934552850056,12444.81540492004,Just Chillin,Chilly,191.9548585980272,570502.5086153904,2024-12-23 21:22:11,https://www.birdeye.so/token/4fxGXFV8xYjooTyzSEHJMZ6L7mMToGCAfYyv4k1jpump?chain=solana
2024-12-23 16:23:23-05:00,GE1MJdq7WYDJyazTmxz4myFcT9ACM7vndRYqPLHF9j9t,6,20784.613696294124,19089.167973332416,First Blink Token,1stBlink,-78.91878568681025,565776.2037733669,2024-12-23 21:23:23,https://www.birdeye.so/token/GE1MJdq7WYDJyazTmxz4myFcT9ACM7vndRYqPLHF9j9t?chain=solana
2024-12-23 16:08:32-05:00,roW5Ctv1iYo6zFevRNFNkdbViQ9wy2Ja6wQyxihpump,6,9358.023431034642,6426.4622901794855,LebanonElectricityFund ,lef,-56.720091017971676,563304.8446555808,2024-12-23 21:08:32,https://www.birdeye.so/token/roW5Ctv1iYo6zFevRNFNkdbViQ9wy2Ja6wQyxihpump?chain=solana
2024-12-23 16:06:18-05:00,DYEfj74geugQn1N9e1uHYVEVGGr2EkeDQUZacbNMv1iP,6,15014.288072246101,11312.617585800424,New Disney Lion,Mshango,-49.272450343986804,549410.4046048847,2024-12-23 21:06:18,https://www.birdeye.so/token/DYEfj74geugQn1N9e1uHYVEVGGr2EkeDQUZacbNMv1iP?chain=solana
2024-12-23 16:21:34-05:00,Hj6YuSaDdxb1fYv5ZrvuEm77wqwA8E4NSrpjRfvYpump,6,17549.97018229316,13211.923366090397,Jingle Bags,jinglebags,46.66715964494025,542584.2152507375,2024-12-23 21:21:34,https://www.birdeye.so/token/Hj6YuSaDdxb1fYv5ZrvuEm77wqwA8E4NSrpjRfvYpump?chain=solana
2024-12-23 16:21:39-05:00,4Y4r8bYhCQb7cHYYn15eJ8ES6v3eSLsGNxers7R15Dk4,9,5955.044621075144,4354.390014093213,WALLE,WALLE,-97.25041560714234,536971.047625618,2024-12-23 21:21:39,https://www.birdeye.so/token/4Y4r8bYhCQb7cHYYn15eJ8ES6v3eSLsGNxers7R15Dk4?chain=solana
2024-12-23 16:23:45-05:00,5hzxJgza9CfHvjE7nYUnbL51t6q8TLoztR1NUUKqpump,6,12830.487021988512,11915.59634693712,TRENCHMAS,TRENCHMAS,118.22225957451855,535319.7030709607,2024-12-23 21:23:45,https://www.birdeye.so/token/5hzxJgza9CfHvjE7nYUnbL51t6q8TLoztR1NUUKqpump?chain=solana
2024-12-23 16:05:31-05:00,94k3qFsZyRRyFds5BVkBPxDdhQM794RRPqTvVSMr9mpn,9,7473.606765038138,11201.23119512478,Wiz PEPE,WIZPEPE,,527566.4306608378,2024-12-23 21:05:31,https://www.birdeye.so/token/94k3qFsZyRRyFds5BVkBPxDdhQM794RRPqTvVSMr9mpn?chain=solana
2024-12-23 15:55:55-05:00,E3uoHhPcr99Mmge5jtdgHrHkzN1pdRKY7ebbYp5Cpump,6,12371.619231494416,9281.84507708913,"∭D​ρ(x,y,z)dV",ρxyzdV,,517022.52578225115,2024-12-23 20:55:55,https://www.birdeye.so/token/E3uoHhPcr99Mmge5jtdgHrHkzN1pdRKY7ebbYp5Cpump?chain=solana
2024-12-23 16:17:07-05:00,HqJEAHN1BhJUqYf37SU5rDounfe49129NqJrRBP6LKQJ,9,16877.44654128792,19874.36871746731,Wrapped Spotify,SW,-98.17101809174906,505481.2517923693,2024-12-23 21:17:07,https://www.birdeye.so/token/HqJEAHN1BhJUqYf37SU5rDounfe49129NqJrRBP6LKQJ?chain=solana
