,updateUnixTime,updateTime,tokens,total
23,1734770310,2024-12-21T08:38:30,"{'address': '7LVHatb1NyBZcU1P6jfPcckaw9bAFUvD8bFKW974pump', 'decimals': 6, 'lastTradeUnixTime': 1731628997, 'liquidity': 5932.1781165900475, 'logoURI': 'https://wsrv.nl/?w=128&h=128&default=1&url=https%3A%2F%2Fipfs.io%2Fipfs%2FQmc1vrcyQfZoL8tWLaZ6csrnh7k8kK9hREBggu89TKEiN3', 'mc': 5932.040441435617, 'name': 'Unknown', 'symbol': 'Unknown', 'v24hChangePercent': 43390819677236480000, 'v24hUSD': 41935.05434892693}",1861082
24,1734770310,2024-12-21T08:38:30,"{'address': 'CieKbUdMD83qWwQ5hi8WBw7PFu1gEiCkZZH3Q9kWpump', 'decimals': 6, 'lastTradeUnixTime': 1731620937, 'liquidity': 5999.35141274286, 'logoURI': 'https://pump.mypinata.cloud/ipfs/QmTvBU1bEbsAoP3vjfqRymYpuKZPNQzVDcE2PYjuWZrtJU', 'mc': 5999.092641243624, 'name': 'frootbutt', 'symbol': 'froot', 'v24hChangePercent': 40954025846141950000, 'v24hUSD': 3208.6495926663383}",1861082
25,1734770310,2024-12-21T08:38:30,"{'address': '6pFdA1HrdXrzHdNaJdzivJS7XCvVjjjpMATtg9J5pump', 'decimals': 6, 'lastTradeUnixTime': 1732919912, 'liquidity': 6927.860831450794, 'logoURI': 'https://ipfs.io/ipfs/QmYeukcvFn2ks65FwWdZEP2jXp9dH6TnsDuz72HrwiV3jx', 'mc': 6927.014625103403, 'name': 'Rocket Rex Inu', 'symbol': 'RRI', 'v24hChangePercent': 40782117647717925000, 'v24hUSD': 652.2078020524739}",1861082
26,1734770310,2024-12-21T08:38:30,"{'address': 'EyHBVFEn8F5HPh2kUAZxSu7PrSJVXbjhUXm2HRN2pump', 'decimals': 6, 'lastTradeUnixTime': 1731648902, 'liquidity': 7385.308708086832, 'logoURI': 'https://ipfs.io/ipfs/QmPatEFs7VoMeF1quQwD8atE9iJs4ycH9Fde4hjUkJVrPK', 'mc': 7489.60289827086, 'name': 'Cheerio', 'symbol': 'cheerio', 'v24hChangePercent': 40377198608263740000, 'v24hUSD': 41319.73121792417}",1861082
27,1734770310,2024-12-21T08:38:30,"{'address': '3ySBpUKh2QKRKciL1j39T6wh5BAMLJNHC26An7bnpump', 'decimals': 6, 'lastTradeUnixTime': 1733306839, 'liquidity': 10943.309254260606, 'logoURI': 'https://pump.mypinata.cloud/ipfs/QmPazdYuarKh2yf2sQ6GQS81Ryqt6cuEkqLAXPGJQa4JUb', 'mc': 5730.763453841904, 'name': 'GOKU', 'symbol': 'GOKU', 'v24hChangePercent': 40080844400158070000, 'v24hUSD': 0}",1861082
28,1734770310,2024-12-21T08:38:30,"{'address': 'FWjJJPDxyhxypCxAVMG9hguE9EJqe9p9x6P5wNki95VM', 'decimals': 6, 'lastTradeUnixTime': 1731626788, 'liquidity': 5867.755819789377, 'logoURI': 'https://pump.mypinata.cloud/ipfs/QmfChE5aLC31TinQNV4sdKSko6NnYndCfGfmbrxMbrohUZ', 'mc': 5867.496808960355, 'name': 'PiouPiou', 'symbol': 'Piou', 'v24hChangePercent': 38632973166364980000, 'v24hUSD': 3118.1412913351332}",1861082
29,1734770310,2024-12-21T08:38:30,"{'address': 'EJktZcgKk1ZmGcgZcENgAbaAtntZMgT1azzgqtZtpump', 'decimals': 6, 'lastTradeUnixTime': 1734691144, 'liquidity': 5141.3344050788655, 'logoURI': 'https://ipfs.io/ipfs/QmZvQj46cSmuJqbhaXaNPn6xB4aGqCKjhSAR4NAAPW7eCM', 'mc': 5140.893123752811, 'name': 'DEEPFAKE', 'symbol': 'DEEPFAKE', 'v24hChangePercent': 37549897609529700000, 'v24hUSD': 1177.1779258034655}",1861082
30,1734770310,2024-12-21T08:38:30,"{'address': 'BKAgk7yeY9E8y23ErB6PLgjEJjpLXyTX9HW82XUjpump', 'decimals': 6, 'lastTradeUnixTime': 1734697774, 'liquidity': 5216.7181195733365, 'logoURI': 'https://ipfs.io/ipfs/QmNwizgCcqdWhkSZSiRNQyqWJf2nGHynBcgGRQc9wkU296', 'mc': 5213.184856498888, 'name': 'Autism Octopus Nerd', 'symbol': 'AON', 'v24hChangePercent': 36022397364399104000, 'v24hUSD': 1140.0975195592819}",1861082
31,1734770310,2024-12-21T08:38:30,"{'address': '5bYPP3eHNDmjs4zrxR8UaT2YdR1gWE73Wj4Hk3fZ2T9i', 'decimals': 6, 'lastTradeUnixTime': 1731651445, 'liquidity': 7298.546347050884, 'logoURI': 'https://pump.mypinata.cloud/ipfs/Qmb7HXVRhHquVq9cKP4ZyvkqHPWAMooQwDmKiC3dGtrc89', 'mc': 7383.66687649758, 'name': 'no tax on crypto ', 'symbol': 'notax', 'v24hChangePercent': 35987008837755855000, 'v24hUSD': 33836.86510598427}",1861082
32,1734770310,2024-12-21T08:38:30,"{'address': 'BArLwxQyhWS9auuXLTVKmuDYynhDQvmHHBKm4fDJpump', 'decimals': 6, 'lastTradeUnixTime': 1722752437, 'liquidity': 4543.025729732841, 'logoURI': 'https://cf-ipfs.com/ipfs/QmX8yzFfiY4ZDKY3eBXaR167thPzKcAhikGycPraRa2LiS', 'mc': 4268.9726737588735, 'name': 'HITMAN 51', 'symbol': 'HITMAN 51 ', 'v24hChangePercent': 35914032491323890000, 'v24hUSD': 573.1065764264956}",1861082
